"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"68829","Good morning <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>",0,FALSE,FALSE,"806608123821592576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:15:37 +0000 2016",NA,NA,"en",3,FALSE,"KOREA","964406450","Im gonna date a superhero <ed><U+00A0><U+00BD><ed><U+00B2><U+008B>",TRUE,"Thu Nov 22 14:59:02 +0000 2012",26140,294,567,FALSE,"http://Instagram.com/officialnashadila","NMN","Beijing","en",28800,99,"iamnashadila","MY","Malaysia","admin","Ulu Langat, Selangor",NA,NA,3.0753265,101.844167,NA,NA,NA,NA
"68879","Good morning<ed><U+00A0><U+00BD><ed><U+00B0><U+00A6>
@aldub_iyam @arnoldmellorin2 @bazzine8 @lhene_panopio @Mayabiera2 @lucho_lundo 
#ALDUB73rdWeeksary <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>",0,FALSE,FALSE,"806608292118077440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:16:17 +0000 2016",NA,NA,"en",14,FALSE,"Republic of the Philippines","3801735744",NA,TRUE,"Tue Oct 06 09:37:07 +0000 2015",223397,2234,61522,FALSE,NA,"ALDUB MitzPrado",NA,"en",NA,1394,"cpjayloni","PH","Republic of the Philippines","city","San Pedro, Calabarzon",NA,NA,14.3492525,121.0444275,NA,NA,NA,NA
"68934","Good morning - your parents https://t.co/ydiMNNvE9e",0,FALSE,FALSE,"806608428122542080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:16:49 +0000 2016",NA,NA,"en",81,FALSE,NA,"707864762","wannabe baddie. iconic af. into stars and Jon. idk what's going on either. email: GraceAutenBusinessInquiries@gmail.com",TRUE,"Fri Jul 20 21:54:06 +0000 2012",7863,40249,8670,FALSE,"http://youtube.com/graceauten","Grace Auten","Central Time (US & Canada)","en",-21600,18384,"graceaauten","US","United States","city","Los Angeles, CA",NA,NA,34.0207895,-118.4119065,NA,NA,NA,NA
"68966","good morning texts &gt;",0,FALSE,FALSE,"806608726304104449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:18:01 +0000 2016",NA,NA,"en",7,FALSE,"#blacklivesmatter","2614861304","678-999-8212 | #freegates | not ur babe",TRUE,"Thu Jul 10 05:38:38 +0000 2014",32816,627,23262,FALSE,NA,"lil skittlez","Pacific Time (US & Canada)","en",-28800,1147,"kaykaythefool","US","United States","city","Timberlane, LA",NA,NA,29.8731515,-90.030948,NA,NA,NA,NA
"68985","GOOD MORNING MY BEAUTIFUL FRNDS N RESPECTED ELDERS N MY BEAUTIFUL FRND LOLA N GORGEOUSSS...PARI N EVERYONE...HAVE A BEAUTIFUL DAY<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>...;)",0,FALSE,FALSE,"806608779760386048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:18:13 +0000 2016",NA,NA,"en",3,FALSE,NA,"765055812301561856",NA,TRUE,"Mon Aug 15 05:21:34 +0000 2016",1126,29,2194,FALSE,NA,"Mohit",NA,"en",NA,80,"Mohit423322941","AU","Australia","city","Tamborine Mountain, Queensland",NA,NA,-27.949773,153.19135,NA,NA,NA,NA
"68995","Good morning",0,FALSE,FALSE,"806608808671752192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:18:20 +0000 2016",NA,NA,"en",2,FALSE,NA,"92666391","Simple, open-minded, loyal.
Follow me at http://instagram.com/daycee21 https://facebook.com/daycee21",TRUE,"Thu Nov 26 02:29:17 +0000 2009",36685,560,739,FALSE,"http://instagram.com/daycee21","Daycee San Antonio","Hong Kong","en",28800,241,"Daycee21","PH","Republic of the Philippines","city","Aliaga, Central Luzon",NA,NA,15.500549,120.8525095,NA,NA,NA,NA
"69022","@DaveHonchul Good morning. Today is ""Pearl Harbor attack, 1:30 am, Japan declared war on the US and the UK, 4 am (1… https://t.co/cAs7IHkuzY",0,FALSE,TRUE,"806608870768394240","DaveHonchul","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 21:18:35 +0000 2016",NA,"95637921","en",4,FALSE,"Mihara, JAPAN","82732298","47<U+6B73><U+3001><U+96E2><U+5A5A><U+3001><U+7530><U+820E><U+306B><U+5E30><U+3063><U+3066><U+72EC><U+8EAB><U+751F><U+6D3B><U+3002><U+5143><U+75C5><U+9662><U+306E><U+4E8B><U+52D9><U+7CFB><U+8077><U+54E1>(<U+533B><U+7642><U+30BD><U+30FC><U+30B7><U+30E3><U+30EB><U+30EF><U+30FC><U+30AB><U+30FC><U+3001><U+533B><U+7642><U+5B89><U+5168><U+7BA1><U+7406>·<U+6CD5><U+52D9><U+62C5><U+5F53><U+3001><U+65B0><U+898F><U+4E8B><U+696D><U+958B><U+8A2D><U+6E96><U+5099><U+62C5><U+5F53><U+306A><U+3069><U+6B74><U+4EFB>)<U+3002><U+97F3><U+697D><U+3068>DVD<U+9451><U+8CDE><U+3001><U+30C9><U+30E9><U+30A4><U+30D6><U+3092><U+597D><U+3080><U+3002><U+5E83><U+304F><U+53CB><U+9054><U+3092><U+52DF><U+96C6><U+4E2D><U+3002><U+751F><U+7C8B><U+306E>Mac<U+515A><U+3001>MacBook Pro<U+30E6><U+30FC><U+30B6><U+3002><U+5E83><U+5CF6><U+4EBA><U+3067><U+3059><U+3002>",TRUE,"Thu Oct 15 22:38:39 +0000 2009",113980,515,201,FALSE,NA,"<U+4E95><U+539F><U+61B2><U+543E>","Osaka","ja",32400,850,"ihara_saikaku","JP","<U+65E5><U+672C>","city","<U+5E83><U+5CF6> <U+4E09><U+539F><U+5E02>",NA,NA,34.4553855,133.0051265,NA,NA,"http://wmtw.com/nowcast","https://t.co/cAs7IHkuzY"
"69032","Good morning<ed><U+00A0><U+00BD><ed><U+00B0><U+00A6>
@VSupangan @BojatinReyes @ocat_marites @MackyMegs @Mikoletz21 @lafamiliaaldub @AcpaLhaz @oslec4 
#ALDUB73rdWeeksary <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>",0,FALSE,FALSE,"806608911293743104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:18:45 +0000 2016",NA,NA,"en",14,FALSE,"Republic of the Philippines","3801735744",NA,TRUE,"Tue Oct 06 09:37:07 +0000 2015",223398,2234,61522,FALSE,NA,"ALDUB MitzPrado",NA,"en",NA,1394,"cpjayloni","PH","Republic of the Philippines","city","San Pedro, Calabarzon",NA,NA,14.3492525,121.0444275,NA,NA,NA,NA
"69054","Good morning  <ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BD><ed><U+00B2><U+0083> @BTS_twt",0,FALSE,FALSE,"806608978142777345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:19:01 +0000 2016",NA,NA,"en",12,FALSE,"Türkiye","349125353","teamwork made dreamwork",TRUE,"Fri Aug 05 15:58:01 +0000 2011",37573,3001,6035,FALSE,"http://www.weheartit.com/suhoftdollars","Hobis","Baghdad","tr",10800,1667,"suhoftdollars","TR","Türkiye","city","Izmir, Türkiye",NA,NA,38.4079305,27.006511,NA,NA,NA,NA
"69073","Good morning",0,FALSE,FALSE,"806609019066384385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:19:10 +0000 2016",NA,NA,"en",0,FALSE,"MNL","2852704418","Do what is right, not what is easy <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>",TRUE,"Sun Oct 12 05:02:04 +0000 2014",5009,313,3172,FALSE,"https://instagram.com/withlovenath","Nathaniel Alvarez <ed><U+00A0><U+00BC><ed><U+00BC><U+0099>","Pacific Time (US & Canada)","en",-28800,240,"withlovenath","PH","Republic of the Philippines","city","Las Pinas City, National Capital Region",NA,NA,14.4388285,120.995337,NA,NA,NA,NA
"69083","@CarolineKennedy Good morning. Today is ""Pearl Harbor attack, 1:30am, Japan declared war on the US and the UK, 4am… https://t.co/o6OxABngLG",0,FALSE,TRUE,"806609033083785216","CarolineKennedy","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 21:19:14 +0000 2016",NA,"1900694785","en",4,FALSE,"Mihara, JAPAN","82732298","47<U+6B73><U+3001><U+96E2><U+5A5A><U+3001><U+7530><U+820E><U+306B><U+5E30><U+3063><U+3066><U+72EC><U+8EAB><U+751F><U+6D3B><U+3002><U+5143><U+75C5><U+9662><U+306E><U+4E8B><U+52D9><U+7CFB><U+8077><U+54E1>(<U+533B><U+7642><U+30BD><U+30FC><U+30B7><U+30E3><U+30EB><U+30EF><U+30FC><U+30AB><U+30FC><U+3001><U+533B><U+7642><U+5B89><U+5168><U+7BA1><U+7406>·<U+6CD5><U+52D9><U+62C5><U+5F53><U+3001><U+65B0><U+898F><U+4E8B><U+696D><U+958B><U+8A2D><U+6E96><U+5099><U+62C5><U+5F53><U+306A><U+3069><U+6B74><U+4EFB>)<U+3002><U+97F3><U+697D><U+3068>DVD<U+9451><U+8CDE><U+3001><U+30C9><U+30E9><U+30A4><U+30D6><U+3092><U+597D><U+3080><U+3002><U+5E83><U+304F><U+53CB><U+9054><U+3092><U+52DF><U+96C6><U+4E2D><U+3002><U+751F><U+7C8B><U+306E>Mac<U+515A><U+3001>MacBook Pro<U+30E6><U+30FC><U+30B6><U+3002><U+5E83><U+5CF6><U+4EBA><U+3067><U+3059><U+3002>",TRUE,"Thu Oct 15 22:38:39 +0000 2009",113981,515,201,FALSE,NA,"<U+4E95><U+539F><U+61B2><U+543E>","Osaka","ja",32400,850,"ihara_saikaku","JP","<U+65E5><U+672C>","city","<U+5E83><U+5CF6> <U+4E09><U+539F><U+5E02>",NA,NA,34.4553855,133.0051265,NA,NA,"https://twitter.com/Hayley8974/status/806411474759454720","https://t.co/o6OxABngLG"
"69098","Good morning Dec 8!",0,FALSE,FALSE,"806609090059173888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:19:27 +0000 2016",NA,NA,"en",0,FALSE,"Lipa City, Batangas PH","55096213","If it's meant to be, it will be.TeamJesus <U+2728>",TRUE,"Thu Jul 09 01:21:11 +0000 2009",6198,133,1752,FALSE,"http://www.facebook.com/shanang.recio","Shane Recio <U+30C4>","Pacific Time (US & Canada)","en",-28800,85,"shananGirl","PH","Republic of the Philippines","city","Tanauan City, Calabarzon",NA,NA,14.09165,121.0972315,NA,NA,NA,NA
"69139","Good morning <ed><U+00A0><U+00BC><ed><U+00BC><U+009E>",0,FALSE,FALSE,"806609239758295044",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:20:03 +0000 2016",NA,NA,"en",7,FALSE,"in my feelings","783584448","20% in my feelings 70% shitposting 15% maths",TRUE,"Mon Aug 27 02:01:36 +0000 2012",14660,311,5415,FALSE,NA,"crispycris","Eastern Time (US & Canada)","en",-18000,275,"sebastian69N","US","United States","city","White Plains, NY",NA,NA,41.0262045,-73.754737,NA,NA,NA,NA
"69162","Good morning",0,FALSE,FALSE,"806609327683313664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:20:24 +0000 2016",NA,NA,"en",1,FALSE,"Bekasi ","1130197248","You still live inside my memories and won’t come out",TRUE,"Tue Jan 29 06:13:27 +0000 2013",8054,180,863,FALSE,NA,"Master_Sieg","Jakarta","id",25200,926,"Master_Sieg","ID","Indonesia","city","Tambun, Indonesia",NA,NA,-6.2201165,107.0604445,-6.242151,107.0505477,NA,NA
"69164","Good morning! <ed><U+00A0><U+00BC><ed><U+00BC><U+0084>",0,FALSE,FALSE,"806609331642716160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 21:20:25 +0000 2016",NA,NA,"en",0,FALSE,"National Capital Region, Republic of the Philippines","528070034","insta: jhongrotairo_ snap: jhong.rotairojr",TRUE,"Sun Mar 18 02:41:41 +0000 2012",79156,1561,52962,FALSE,NA,"Jong <U+265B>","Pacific Time (US & Canada)","en",-28800,969,"jhongrotairo_","PH","Republic of the Philippines","city","Marikina City, National Capital Region",NA,NA,14.646971,121.104887,NA,NA,NA,NA
"69166","Good morning kak @alandandin <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+0089>",0,FALSE,FALSE,"806609342208147456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:20:27 +0000 2016",NA,NA,"en",1,FALSE,"Malang","2762421252","Love nature, Science, Art, Adventure, and i'm Gooners.",TRUE,"Sun Aug 24 13:31:37 +0000 2014",4133,82,2312,FALSE,NA,"B.",NA,"en",NA,94,"AdamBuce","ID","Indonesia","city","Buaran, Indonesia",NA,NA,-6.9376415,109.660339,NA,NA,NA,NA
"69247","Good morning<ed><U+00A0><U+00BD><ed><U+00B0><U+00A6>
@myrnarodeo @clarita_mate @SpritEme @mbz322 @bakingmamu 
@Snowhsnlcute18 @ana_mangubat @ellenmor44 
#ALDUB73rdWeeksary <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>",0,FALSE,FALSE,"806609612539473920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:21:32 +0000 2016",NA,NA,"en",14,FALSE,"Republic of the Philippines","3801735744",NA,TRUE,"Tue Oct 06 09:37:07 +0000 2015",223399,2234,61522,FALSE,NA,"ALDUB MitzPrado",NA,"en",NA,1394,"cpjayloni","PH","Republic of the Philippines","city","San Pedro, Calabarzon",NA,NA,14.3492525,121.0444275,NA,NA,NA,NA
"69291","Good morning",0,FALSE,FALSE,"806609767279968256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 21:22:09 +0000 2016",NA,NA,"en",8,FALSE,"Planet Chinta Starbase","1111813500","Sufi Jedi Starfleet Emperor-Islamic Sufi Doctor & Master Of All World Father,Husband and With All Of My Holy Generations-Naomi,Kara,Anna,Farhah, Fadiah,Farhanah",TRUE,"Tue Jan 22 15:24:52 +0000 2013",9779,91,5,FALSE,"http://www.emp4.link","Allah SWT","Kuala Lumpur","en",28800,991,"Sheikhengku","MY","Malaysia","city","Kuala Lumpur City, Kuala Lumpur Federal Territory",NA,NA,3.1485305,101.705305,NA,NA,NA,NA
"69331","05:22 AM
December 8, 2016

Good Morning everyone. Now I'm off to Jeju Island. Yeah!
.
.
#korea… https://t.co/T5JHv87SJw",0,FALSE,FALSE,"806609869142978561",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Wed Dec 07 21:22:33 +0000 2016",NA,NA,"en",0,FALSE,"Kuala Lumpur","383937985","I am unique.I love to laugh.I love to eat, and I love a beautiful life.I have the most beautiful friends and family and love them unconditionally.",TRUE,"Sun Oct 02 19:42:01 +0000 2011",722,166,26,FALSE,NA,"OhSoPejoe","Kuala Lumpur","en",28800,92,"MrPejoe","KR","Republic of Korea","city","Jongno-gu, Republic of Korea",NA,NA,37.5969035,126.987313,37.57861111,126.97722222,"http://fb.me/8ztWtpAq8","https://t.co/T5JHv87SJw"
"69372","GOOD MORNING ALDUBNATION

<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> #ALDUB73rdWeeksary <ed><U+00A0><U+00BD><ed><U+00B1><U+0088>",0,FALSE,FALSE,"806610197376438272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 21:23:51 +0000 2016",NA,NA,"en",14,FALSE,NA,"3636778580","SOLID ALDUB FAN followed by @ALDUBNATIONNCR @AldubWitness AND @CloakingExceed",TRUE,"Mon Sep 21 10:28:18 +0000 2015",184771,1861,66092,FALSE,NA,"ALDUBMagKaKaBabyNa","Pacific Time (US & Canada)","en",-28800,707,"ALDUBonepiece","PH","Republic of the Philippines","admin","Calabarzon, Republic of the Philippines",NA,NA,15.4158155,121.662343,NA,NA,NA,NA
"69436","Good Morning Too mom Rose
I dont care too hehehehe

Have a nice day

#LLHauntedHouse https://t.co/y3iqvCSJ53",0,FALSE,FALSE,"806610373642244102",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:24:33 +0000 2016",NA,NA,"en",10,FALSE,"taif Saudi Arabia ","2414188282","I love TOMIHO FOREVER. 
@ESGUERRATOMMY 
@GT_MIHO",TRUE,"Sun Mar 16 02:47:48 +0000 2014",41977,643,36858,FALSE,NA,"MingfabrosY@<U+2764>",NA,"en",NA,341,"mingfabros","SA","Kingdom of Saudi Arabia","city","Taif, Kingdom of Saudi Arabia",NA,NA,21.38543,40.4908105,NA,NA,"https://twitter.com/BTS_twt/status/303581139623362560","https://t.co/y3iqvCSJ53"
"69442","Good morning<ed><U+00A0><U+00BD><ed><U+00B0><U+00A6>
@magpantay_bing @bingconcepcion1 @charlesbianca11 @sam091579 @AldubfuMaiden @doyadoya0408 @fingerpuff 
#ALDUB73rdWeeksary <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>",0,FALSE,FALSE,"806610398203891712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:24:39 +0000 2016",NA,NA,"en",14,FALSE,"Republic of the Philippines","3801735744",NA,TRUE,"Tue Oct 06 09:37:07 +0000 2015",223400,2234,61522,FALSE,NA,"ALDUB MitzPrado",NA,"en",NA,1394,"cpjayloni","PH","Republic of the Philippines","city","San Pedro, Calabarzon",NA,NA,14.3492525,121.0444275,NA,NA,NA,NA
"69445","good morning <ed><U+00A0><U+00BD><ed><U+00B2><U+00A7><ed><U+00A0><U+00BC><ed><U+00BD><U+0083>",0,FALSE,FALSE,"806610407800467456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:24:41 +0000 2016",NA,NA,"en",1,FALSE,NA,"1203117115","panda <ed><U+00A0><U+00BD><ed><U+00B2><U+0098>",TRUE,"Thu Feb 21 05:34:56 +0000 2013",19762,697,6866,FALSE,"https://www.instagram.com/_janemariee","<ed><U+00A0><U+00BD><ed><U+00B0><U+00BC>","Beijing","en",28800,467,"_janemariee","PH","Republic of the Philippines","city","Roxas City, Western Visayas",NA,NA,11.5519885,122.7361375,NA,NA,NA,NA
"6947310","Good morning #Kamchatka! Sun will rise in 30 minutes (local time 09:25) #Sunrise #Photo #Photography [08.12.2016]",0,FALSE,FALSE,"806610494534680577",NA,"<a href=""http://www.twitter.com/photoschedule"" rel=""nofollow"">Photo Schedule Tweeter</a>",FALSE,"Wed Dec 07 21:25:02 +0000 2016",NA,NA,"en",181,FALSE,"Finland","4567387397","We bring up sunrise and sunset around the world so you can get your camera ready or just enjoy the view. Fixed and Updated 03/2016 :). Developed by @TheOwlkeep",TRUE,"Tue Dec 22 11:53:15 +0000 2015",288129,142,0,FALSE,"http://www.owlkeep.com","PhotoSchedule","Midway Island","en",-39600,4,"PhotoSchedule","RU","Russia","city","Petropavlovsk-Kamchatskiy, Russia",NA,NA,53.010944,158.6599005,53.01667,158.65,NA,NA
"69502","GOOD MORNING PHILIPPINES 

<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> #ALDUB73rdWeeksary <ed><U+00A0><U+00BD><ed><U+00B1><U+0088>",0,FALSE,FALSE,"806610560947081217",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 21:25:18 +0000 2016",NA,NA,"en",14,FALSE,NA,"3636778580","SOLID ALDUB FAN followed by @ALDUBNATIONNCR @AldubWitness AND @CloakingExceed",TRUE,"Mon Sep 21 10:28:18 +0000 2015",184775,1861,66092,FALSE,NA,"ALDUBMagKaKaBabyNa","Pacific Time (US & Canada)","en",-28800,707,"ALDUBonepiece","PH","Republic of the Philippines","admin","Calabarzon, Republic of the Philippines",NA,NA,15.4158155,121.662343,NA,NA,NA,NA
"69535","GOOD MORNING WORLD 

<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> #ALDUB73rdWeeksary <ed><U+00A0><U+00BD><ed><U+00B1><U+0088>",0,FALSE,FALSE,"806610648196972544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 21:25:39 +0000 2016",NA,NA,"en",14,FALSE,NA,"3636778580","SOLID ALDUB FAN followed by @ALDUBNATIONNCR @AldubWitness AND @CloakingExceed",TRUE,"Mon Sep 21 10:28:18 +0000 2015",184776,1861,66092,FALSE,NA,"ALDUBMagKaKaBabyNa","Pacific Time (US & Canada)","en",-28800,707,"ALDUBonepiece","PH","Republic of the Philippines","admin","Calabarzon, Republic of the Philippines",NA,NA,15.4158155,121.662343,NA,NA,NA,NA
"69551","GOOD MORNING DABARKAD'S

<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> #ALDUB73rdWeeksary <ed><U+00A0><U+00BD><ed><U+00B1><U+0088>",0,FALSE,FALSE,"806610687912837121",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 21:25:48 +0000 2016",NA,NA,"en",14,FALSE,NA,"3636778580","SOLID ALDUB FAN followed by @ALDUBNATIONNCR @AldubWitness AND @CloakingExceed",TRUE,"Mon Sep 21 10:28:18 +0000 2015",184777,1861,66092,FALSE,NA,"ALDUBMagKaKaBabyNa","Pacific Time (US & Canada)","en",-28800,707,"ALDUBonepiece","PH","Republic of the Philippines","admin","Calabarzon, Republic of the Philippines",NA,NA,15.4158155,121.662343,NA,NA,NA,NA
"69574","GOOD MORNING EVERY JUAN 

<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> #ALDUB73rdWeeksary <ed><U+00A0><U+00BD><ed><U+00B1><U+0088>",0,FALSE,FALSE,"806610745051881472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 21:26:02 +0000 2016",NA,NA,"en",14,FALSE,NA,"3636778580","SOLID ALDUB FAN followed by @ALDUBNATIONNCR @AldubWitness AND @CloakingExceed",TRUE,"Mon Sep 21 10:28:18 +0000 2015",184778,1861,66092,FALSE,NA,"ALDUBMagKaKaBabyNa","Pacific Time (US & Canada)","en",-28800,707,"ALDUBonepiece","PH","Republic of the Philippines","admin","Calabarzon, Republic of the Philippines",NA,NA,15.4158155,121.662343,NA,NA,NA,NA
"69673","Good Morning Melbourne! Who can guess what I might be watching? <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> #newtoy #VirtualReality #virtualporn#aussieporn… https://t.co/vBuypa5lSt",0,FALSE,TRUE,"806611059926650880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:27:17 +0000 2016",NA,NA,"en",5,FALSE,"Melbourne, Victoria","802706571876667392","Aussie - Gay - Follow @realbentleyrace - 18+ Only!!! <ed><U+00A0><U+00BD><ed><U+00B4><U+009E> - 1st Porn Shoot Coming Soon - Chaturbate - Link Under Website Deets <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>  contactdamonbradley@gmail.com.",TRUE,"Sun Nov 27 02:52:15 +0000 2016",107,108,168,FALSE,"https://chaturbate.com/b/damonbradley90/","Damon Bradley","Sydney","en",39600,299,"DamonBradleyXXX","AU","Australia","city","Melbourne, Victoria",NA,NA,-37.9725665,145.0531355,NA,NA,"https://twitter.com/i/web/status/806474359519014913","https://t.co/vBuypa5lSt"
"69677","Good morning<ed><U+00A0><U+00BD><ed><U+00B8><U+00BB>",0,FALSE,FALSE,"806611073994362880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 21:27:20 +0000 2016",NA,NA,"en",0,FALSE,NA,"2355971444","worthless",TRUE,"Sat Feb 22 07:38:31 +0000 2014",1800,637,888,FALSE,NA,"Bb.Mikhaela",NA,"en",NA,438,"mikhiemouse","PH","Republic of the Philippines","city","Bulacan, Central Luzon",NA,NA,14.771289,120.8697715,14.8150099,120.8680172,NA,NA
